i,# source_system,supplier_name,supplier_level1, spend ,count(*)
11353,PCARD,BOBBY BRASS RAIL,,"$1,969.69 ",15
11354,PCARD,BOBBY MOORE RESTAURANTS I,,$428.70 ,1
11355,PCARD,BOBBY S RESTAURANT,,$555.19 ,4
11356,PCARD,BOBBYS BURGER PLACE,,$106.76 ,4
11359,PCARD,BOBCAT ENT CINCINNATI,BOBCAT, $-   ,2
11360,PCARD,BOBCAT ENT HILLIARD,BOBCAT,$478.91 ,2
11363,ARS_JDE,BOBCAT OF OMAHA,BOBCAT,"$3,484.71 ",5
11364,ARS_JDE,BOBCAT OF PORTLAND,BOBCAT,"$5,452.88 ",7
11365,PCARD,BOBCAT OF ROCK HILL,BOBCAT,$118.90 ,1
11367,ARS_JDE,BOBCAT: SEATTLE-SPOKANE-PASO WA,BOBCAT,"$1,312.98 ",6
11368,PCARD,BOBEC INC,,"$9,367.28 ",2
11369,ARS_JDE,BOBETTE MOBILE HOME PARK,T-MOBILE,$700.00 ,1
11372,PCARD,BOCA ONLINE-BLDG DEPT,,"$6,628.46 ",47
11376,PCARD,BODDIE NOELL ENTERPRISES,,$17.43 ,1
11381,PCARD,BODY PANELS COMPANY,,$533.04 ,1
11386,PCARD,BOGEYS PUBLIC HOUSE,,"$3,136.38 ",3
11388,PCARD,BOHEMIAN BREWERY & GRILL,,$77.98 ,1
11395,PCARD,BOING US HOLDING CO,,$42.00 ,4
11430,PCARD,BOK CHOY ASIAN KITCHEN,,$99.97 ,1
11438,PCARD,BOLT & NUT SUPPLY SLCW,,$4.01 ,1
11439,ARS_JDE,BOLTS BY GT MIDWEST,,"$132,590.38 ",1554
11440,PCARD,BOMAN & KEMP MANUFACTU,,$221.63 ,1
11442,PCARD,BONANNOS NEW YORK PIZZ,,$17.43 ,1
11447,PCARD,BONEFISH #0507,BONEFISH GRILL,$346.68 ,1
11448,PCARD,BONEFISH 0706,BONEFISH GRILL,$91.39 ,1
11449,PCARD,BONEFISH 7701,BONEFISH GRILL,$42.97 ,1
11450,PCARD,BONEFISH 7851,BONEFISH GRILL,$48.54 ,1
11451,PCARD,BONEFISH 8801,BONEFISH GRILL,$85.37 ,1
11460,PCARD,BONITA SPRINGS BURGERS I,,$23.45 ,2
11461,PCARD,BONITA SPRINGS CD-WEB,,$790.00 ,12
11462,PCARD,BONITO MICHOACAN INC,,$60.88 ,1
11463,PCARD,BONNEVILLE EQUIP CO-SPRIN,,$117.76 ,1
11466,ARS_JDE,BONNIE TURKNETT - PETTY CASH,NON-SOURCEABLE,"$5,210.12 ",16
11470,PCARD,BOOKING.COM (USA) INC.,,"$1,499.61 ",6
11473,PCARD,BOOMERJACKS NWH LLC,,$70.60 ,1
11478,ARS_JDE,BOONES FERRY ELECTRIC,,$230.38 ,1
11479,ARS_JDE,BOONTON TOWNSHIP,NON-SOURCEABLE,$347.00 ,2
11483,ARS_JDE,BOOTJACK INC,,"$1,628.12 ",10
11484,PCARD,BOOYAS INC,,$33.38 ,1
11486,ARS_JDE,BORDENTOWN TOWNSHIP,NON-SOURCEABLE,"$2,700.00 ",16
11487,ARS_JDE,BORDER STATES ELECTRIC,,"$8,350.79 ",56
11494,ARS_JDE,BORO OF AVON,NON-SOURCEABLE,$780.00 ,6
11497,ARS_JDE,BORO OF CARTERET,NON-SOURCEABLE,"$3,481.00 ",19
11498,ARS_JDE,BORO OF DEAL,NON-SOURCEABLE,$504.00 ,4
11500,ARS_JDE,BORO OF HAWORTH,NON-SOURCEABLE,"$1,857.00 ",6
11501,ARS_JDE,BORO OF HIGHLAND PARK,NON-SOURCEABLE,"$1,985.00 ",9
11502,ARS_JDE,BORO OF HOPATCONG,NON-SOURCEABLE,"$2,597.00 ",17
11503,ARS_JDE,BORO OF LAVALLETTE,NON-SOURCEABLE,"$3,135.00 ",24
11504,ARS_JDE,BORO OF LODI,NON-SOURCEABLE,"$4,857.00 ",18
11506,ARS_JDE,BORO OF MIDLAND PARK,NON-SOURCEABLE,$933.00 ,4
11511,ARS_JDE,BOROUGH OF ALLENDALE,NON-SOURCEABLE,"$3,633.00 ",14
11512,ARS_JDE,BOROUGH OF ALLENHURST,NON-SOURCEABLE,$78.00 ,1
11513,ARS_JDE,BOROUGH OF ALPINE,NON-SOURCEABLE,$118.00 ,1
11514,ARS_JDE,BOROUGH OF AVON,NON-SOURCEABLE,"$3,206.00 ",22
11517,ARS_JDE,BOROUGH OF BEACH HAVEN,NON-SOURCEABLE,$261.00 ,2
11518,ARS_JDE,BOROUGH OF BEACHWOOD,NON-SOURCEABLE,$840.00 ,5
11520,ARS_JDE,BOROUGH OF BOGOTA,NON-SOURCEABLE,"$2,229.00 ",11
11523,ARS_JDE,BOROUGH OF CARLSTADT,NON-SOURCEABLE,$240.00 ,3
11524,ARS_JDE,BOROUGH OF CHESTER,NON-SOURCEABLE,$652.00 ,3
11525,ARS_JDE,BOROUGH OF CLOSTER,NON-SOURCEABLE,"$2,570.00 ",9
11526,ARS_JDE,BOROUGH OF CRESSKILL,NON-SOURCEABLE,"$1,002.00 ",6
11527,ARS_JDE,BOROUGH OF DEAL,NON-SOURCEABLE,$560.00 ,2
11528,ARS_JDE,BOROUGH OF DEMAREST,NON-SOURCEABLE,"$2,106.00 ",7
11529,ARS_JDE,BOROUGH OF DUMONT,NON-SOURCEABLE,"$4,707.00 ",20
11530,ARS_JDE,BOROUGH OF DUNELLEN,NON-SOURCEABLE,"$1,022.00 ",6
11532,ARS_JDE,BOROUGH OF EDGEWATER,NON-SOURCEABLE,"$3,188.00 ",11
11533,ARS_JDE,BOROUGH OF ELMWOOD PARK,NON-SOURCEABLE,"$5,389.00 ",12
11534,ARS_JDE,BOROUGH OF EMERSON,NON-SOURCEABLE,$679.00 ,5
11535,ARS_JDE,BOROUGH OF ENGLEWOOD CLIFFS,NON-SOURCEABLE,"$1,712.00 ",23
11536,ARS_JDE,BOROUGH OF ENGLISHTOWN,NON-SOURCEABLE,$151.00 ,1
11537,ARS_JDE,BOROUGH OF FAIR HAVEN,NON-SOURCEABLE,$492.00 ,3
11538,ARS_JDE,BOROUGH OF FAIRVIEW,NON-SOURCEABLE,"$1,215.00 ",5
11539,ARS_JDE,BOROUGH OF FARMINGDALE,NON-SOURCEABLE,$56.00 ,1
11540,ARS_JDE,BOROUGH OF FORT LEE,NON-SOURCEABLE,"$2,022.00 ",11
11541,ARS_JDE,BOROUGH OF FRANKLIN LAKES,NON-SOURCEABLE,"$1,861.00 ",7
11542,ARS_JDE,BOROUGH OF FREEHOLD,NON-SOURCEABLE,"$1,804.00 ",10
11543,ARS_JDE,BOROUGH OF GLEN ROCK,NON-SOURCEABLE,"$2,620.00 ",10
11545,ARS_JDE,BOROUGH OF HARVEY CEDARS,NON-SOURCEABLE,$162.00 ,1
11546,ARS_JDE,BOROUGH OF HASBROUCK HEIGHTS,NON-SOURCEABLE,"$1,074.00 ",7
11547,ARS_JDE,BOROUGH OF HAWTHORNE,NON-SOURCEABLE,"$3,245.00 ",11
11548,ARS_JDE,BOROUGH OF HIGH BRIDGE,NON-SOURCEABLE,$84.00 ,1
11549,ARS_JDE,BOROUGH OF HIGHLANDS,NON-SOURCEABLE,"$2,406.00 ",7
11550,ARS_JDE,BOROUGH OF HIGHTSTOWN,NON-SOURCEABLE,"$1,619.00 ",10
11551,ARS_JDE,BOROUGH OF HO-HO-KUS,NON-SOURCEABLE,"$1,728.00 ",12
11552,ARS_JDE,BOROUGH OF INTERLAKEN,NON-SOURCEABLE,$819.00 ,5
11553,ARS_JDE,BOROUGH OF KEANSBURG,NON-SOURCEABLE,"$2,213.00 ",16
11554,ARS_JDE,BOROUGH OF KENILWORTH,NON-SOURCEABLE,"$1,524.00 ",9
11555,ARS_JDE,BOROUGH OF KEYPORT,NON-SOURCEABLE,$711.00 ,4
11556,ARS_JDE,BOROUGH OF LAKE COMO,NON-SOURCEABLE,"$5,302.00 ",35
11557,ARS_JDE,BOROUGH OF LITTLE FERRY,NON-SOURCEABLE,"$1,783.00 ",6
11558,ARS_JDE,BOROUGH OF LITTLE SILVER,NON-SOURCEABLE,"$1,230.00 ",8
11560,ARS_JDE,BOROUGH OF MARTOLOKING,NON-SOURCEABLE,"$1,445.00 ",5
11561,ARS_JDE,BOROUGH OF MATAWAN,NON-SOURCEABLE,$482.00 ,1
11562,ARS_JDE,BOROUGH OF MAYWOOD,NON-SOURCEABLE,"$1,056.00 ",6
11563,ARS_JDE,BOROUGH OF MENDHAM,NON-SOURCEABLE,$203.00 ,1
11564,ARS_JDE,BOROUGH OF MILLTOWN,NON-SOURCEABLE,"$1,398.00 ",11
11565,ARS_JDE,BOROUGH OF MONTVALE,NON-SOURCEABLE,"$2,369.00 ",7
11566,ARS_JDE,BOROUGH OF MOONACHIE,NON-SOURCEABLE,$401.00 ,4
11567,ARS_JDE,BOROUGH OF MORMOUTH BEACH,NON-SOURCEABLE,$248.00 ,2
11568,ARS_JDE,BOROUGH OF MORRIS PLAINS,NON-SOURCEABLE,"$1,039.00 ",4
11569,ARS_JDE,BOROUGH OF MOUNT ARLINGTON,NON-SOURCEABLE,$717.00 ,5
11573,ARS_JDE,BOROUGH OF NORTH ARLINGTON,NON-SOURCEABLE,"$5,790.00 ",16
11575,ARS_JDE,BOROUGH OF NORTHVALE,NON-SOURCEABLE,"$1,983.00 ",8
11576,ARS_JDE,BOROUGH OF NORWOOD,NON-SOURCEABLE,$404.00 ,4
11577,ARS_JDE,BOROUGH OF OCEAN GATE,NON-SOURCEABLE,$331.00 ,2
11578,ARS_JDE,BOROUGH OF OCEANPORT,NON-SOURCEABLE,"$2,037.00 ",7
11579,ARS_JDE,BOROUGH OF OLD TAPPAN,NON-SOURCEABLE,$979.00 ,4
11580,ARS_JDE,BOROUGH OF ORADELL,NON-SOURCEABLE,"$2,866.00 ",8
11581,ARS_JDE,BOROUGH OF PALMYRA,NON-SOURCEABLE,$333.00 ,3
11585,ARS_JDE,BOROUGH OF POMPTON LAKES,NON-SOURCEABLE,$979.00 ,5
11586,ARS_JDE,BOROUGH OF PROSPECT PARK,NON-SOURCEABLE,$857.00 ,3
11587,ARS_JDE,BOROUGH OF RAMSEY,NON-SOURCEABLE,"$5,123.00 ",12
11590,ARS_JDE,BOROUGH OF RIDGEFIELD,NON-SOURCEABLE,"$1,318.00 ",7
11591,ARS_JDE,BOROUGH OF RIVER EDGE,NON-SOURCEABLE,"$1,846.00 ",6
11592,ARS_JDE,BOROUGH OF ROOSEVELT,NON-SOURCEABLE,$181.00 ,1
11593,ARS_JDE,BOROUGH OF RUMSON,NON-SOURCEABLE,"$1,130.00 ",5
11594,PCARD,BOROUGH OF SAYREVILLE,NON-SOURCEABLE,$107.00 ,1
11595,ARS_JDE,BOROUGH OF SEA GIRT,NON-SOURCEABLE,"$1,235.00 ",7
11596,ARS_JDE,BOROUGH OF SEASIDE HEIGHTS,NON-SOURCEABLE,$172.00 ,2
11598,ARS_JDE,BOROUGH OF SHIP BOTTOM,NON-SOURCEABLE,$451.00 ,1
11599,ARS_JDE,BOROUGH OF SHREWSBURY,NON-SOURCEABLE,"$1,105.00 ",7
11602,ARS_JDE,BOROUGH OF SOUTH RIVER,NON-SOURCEABLE,"$1,929.00 ",9
11603,ARS_JDE,BOROUGH OF SPOTSWOOD,NON-SOURCEABLE,$574.00 ,4
11606,ARS_JDE,BOROUGH OF STANHOPE,NON-SOURCEABLE,$773.00 ,4
11607,ARS_JDE,BOROUGH OF TENAFLY,NON-SOURCEABLE,"$4,207.00 ",15
11610,ARS_JDE,BOROUGH OF UNION BEACH,NON-SOURCEABLE,$814.00 ,4
11611,ARS_JDE,BOROUGH OF VICTORY GARDENS,NON-SOURCEABLE,$67.00 ,1
11612,ARS_JDE,BOROUGH OF WALDWICK,NON-SOURCEABLE,"$1,286.00 ",9
11613,ARS_JDE,BOROUGH OF WALLINGTON,NON-SOURCEABLE,"$3,005.00 ",3
11614,ARS_JDE,BOROUGH OF WANAQUE,NON-SOURCEABLE,"$1,099.00 ",5
11615,ARS_JDE,BOROUGH OF WATCHUNG,NON-SOURCEABLE,$981.00 ,5
11617,ARS_JDE,BOROUGH OF WESTWOOD,NON-SOURCEABLE,"$1,885.00 ",6
11618,ARS_JDE,BOROUGH OF WHARTON,NON-SOURCEABLE,$270.00 ,2
11619,ARS_JDE,BOROUGH OF WOODCLIFF LAKE,NON-SOURCEABLE,"$3,801.00 ",9
11620,ARS_JDE,BORROUGH OF BUTLER,NON-SOURCEABLE,$533.00 ,2
11621,PCARD,BOS CAMDEN 6551162,,$23.60 ,1
11622,PCARD,BOS HUDSON ST1894,,$46.32 ,3
11623,ARS_JDE,BOS IMPORTS,,"$1,926.60 ",3
11626,PCARD,BOSCOS SQUARED LLC,,$155.74 ,2
11629,PCARD,BOSS SYSTEMS,,$120.00 ,1
11630,ARS_JDE,BOSS TOWING & RECOVERY LLC,,$275.00 ,1
11632,PCARD,BOSTON PARKING TICKETS,,$729.00 ,12
11633,PCARD,BOSTON TAVERN MIDDLEBO,,$150.00 ,1
11634,PCARD,BOSTONS PIZZA 1409 FON,,$80.32 ,1
11637,ARS_JDE,BOTH J & T COMPANY LLC,,"$165,537.31 ",65
11641,PCARD,BOTTLENECK SCHAUMBURG LLC,,$218.86 ,2
11643,ARS_JDE,BOTTOMLINE TECHNOLOGIES,,"$157,422.32 ",18
11645,PCARD,BOUDRO'S RESTAURANT,,$260.67 ,2
11650,ARS_JDE,BOUNDLESS NETWORK INC,,"$3,510.90 ",3
11653,PCARD,BOUNTIFUL CITY ENGINEERIN,,$509.19 ,3
11654,PCARD,BOURBON AND BONES SCOTTSD,,$126.97 ,1
11657,PCARD,BOWDITCH FORD,,$470.31 ,2
11659,PCARD,BOWL FOR FUN INC,,$299.50 ,1
11660,PCARD,BOWL TO GO,,$58.84 ,1
11661,PCARD,BOWLERO CHULA VISTA,,"$9,905.92 ",3
11669,PCARD,BOXCAR GRILLE,,$530.21 ,1
11670,ARS_JDE,BOYAS AGGREGATES & MATERIALS LLC,,"$28,258.37 ",121
11671,ARS_JDE,BOYAS EXCAVATING INC.,,"$18,513.69 ",153
11672,ARS_JDE,BOYD ENTERPRISES UTAH,,"$361,566.00 ",97
11673,ARS_JDE,BOYD GARAGE DOORS LLC,,$460.00 ,1
11678,PCARD,BP#1030200HENDERSONVILLE,,$67.80 ,2
11679,PCARD,BP#1096700SPRING LAKE BP,,$63.43 ,1
11680,PCARD,BP#1141400EVO MARKET,,$29.84 ,1
11681,PCARD,BP#1146900VERSAILLES - B,,$66.77 ,1
11682,PCARD,BP#1158500CARPENTERSVILL,,$47.80 ,1
11683,PCARD,BP#1269200CONCORD TRAVEL,,$63.72 ,1
11684,PCARD,BP#1307900MIDDLETOWN BP,,$32.33 ,1
11685,PCARD,BP#1393100KROME AVE FOOD,,$60.01 ,1
11686,PCARD,BP#1614400REON BP,,$20.48 ,1
11687,PCARD,BP#1726710BP OF FAIRFIEL,,$50.58 ,1
11688,PCARD,BP#1886200RACERS #2,,$181.55 ,3
11689,PCARD,BP#1929355STORE 510167,,$39.34 ,2
11690,PCARD,BP#1974146JD'S COUNTRY S,,$9.05 ,1
11691,PCARD,BP#1993856CAPL  GA0017,,$29.78 ,2
11692,PCARD,BP#1994672CAPL GA0019,,$26.31 ,1
11693,PCARD,BP#1995646CAPL  GA0026,,$95.98 ,2
11694,PCARD,BP#1995976CAPL  GA0029,,$9.23 ,1
11695,PCARD,BP#2025708LAUREL LAKES B,,$20.00 ,1
11696,PCARD,BP#2027845NINE MILE BP,,$26.84 ,1
11697,PCARD,BP#2030815ASA FOOD MART,,$178.93 ,2
11698,PCARD,BP#2085000NORCROSS BP,,$9.60 ,1
11699,PCARD,BP#2308476HIGH POINT BP,,$23.95 ,1
11700,PCARD,BP#2945681WALNUT GROVE M,,$13.90 ,1
11701,PCARD,BP#369082PMG CLE AIRPRT,,$31.58 ,3
11702,PCARD,BP#3721594SUNSHINE # 10,,$28.21 ,1
11703,PCARD,BP#4199253PHOENIX,,$445.00 ,10
11704,PCARD,BP#4843108GODWIN BP,,$31.56 ,1
11705,PCARD,BP#5993365HAN-DEE HUGOS,,$8.66 ,1
11706,PCARD,BP#6161137QUICK STOP #5,,$7.00 ,1
11707,PCARD,BP#6423040JA PETROLEUM,,$80.28 ,2
11708,PCARD,BP#6712061GIANT OIL # 35,,$42.61 ,1
11709,PCARD,BP#6719140GAS CENTER #14,,$16.60 ,1
11710,PCARD,BP#7719081CEDAR RUN BP,,$2.62 ,1
11711,PCARD,BP#7759327FIVESTAR 2254,,$126.84 ,2
11712,PCARD,BP#8073355RANDLMN RD FML,,$21.29 ,1
11713,PCARD,BP#8331217SCOTCHMAN 3060,,$681.41 ,5
11714,PCARD,BP#8469090GIANT #463,,$31.98 ,1
11715,PCARD,BP#8487332SUNSHINE #256,,$13.86 ,1
11716,PCARD,BP#8597643HAN-DEE HUGOS,,$46.47 ,1
11717,PCARD,BP#8598088HAN-DEE HUGOS,,$31.05 ,1
11718,PCARD,BP#8739344VERO BEACH TRV,,$9.19 ,1
11719,PCARD,BP#88644311271 LINWORTH,,$66.03 ,5
11720,PCARD,BP#88718571617 TUSSING &,,$38.51 ,1
11721,PCARD,BP#88771771613 GAHANNA D,,$53.47 ,1
11722,PCARD,BP#8974743LUCKY GASOLINE,,$85.92 ,1
11723,PCARD,BP#8976250UPTOWN BP,,$6.90 ,1
11724,PCARD,BP#9088246GOASIS ASHLAND,,$71.00 ,2
11726,PCARD,BP#9154881O'HARE BP,,$77.94 ,1
11728,PCARD,BP#9205352FIVESTAR 1550,,$81.28 ,2
11729,PCARD,BP#9276916PETRO KINGSTON,,$50.00 ,1
11730,PCARD,BP#9310939BWI AIRPORT BP,,$101.81 ,3
11731,PCARD,BP#9323122KEY HIGHWAY BP,,$42.06 ,1
11732,PCARD,BP#9476318NAGLE FUEL COR,,$100.00 ,1
11733,PCARD,BP#9486564BALDWIN CROSSI,,$3.19 ,1
11734,PCARD,BP#9492158CIRCLE K 27089,,$44.52 ,2
11735,PCARD,BP#9497793BP LENEXA SERV,,$33.97 ,1
11736,PCARD,BP#9533597BURLINGTON PIK,,$16.54 ,1
11737,PCARD,BP#954646636231 7-ELEVEN,7-ELEVEN,$77.25 ,1
11738,PCARD,BP#9569907TONNELLE GAS C,,$50.00 ,1
11739,PCARD,BP#9677105KYLE'S 106,,$97.36 ,1
11740,PCARD,BP#9686973YAMATO & CONGR,,$16.29 ,1
11741,PCARD,BP#9688284FAST FUEL,,$47.47 ,1
11742,PCARD,BP#9703687NARCOSSEE ROAD,,$127.87 ,5
11743,PCARD,BPDTSLC LLC,,$680.40 ,3
11751,ARS_JDE,BRADENTON RENT ALL,,$386.26 ,2
11759,ARS_JDE,BRADY INDUSTRIES CENTRAL LLC,,"$10,717.75 ",109
11760,ARS_JDE,BRADY PARTS INC,,"$3,065.79 ",34
11762,PCARD,BRADY WORLDWIDE INC.,,$623.43 ,1
11764,PCARD,BRAINTR*SERV*ICE FEE,,$20.00 ,8
11768,PCARD,Brainzcorp,,"$1,074.19 ",5
11771,ARS_JDE,BRANCHBURG TOWNSHIP,NON-SOURCEABLE,"$1,000.00 ",7
11772,ARS_JDE,BRAND BEACON CONSULTING,,"$226,790.00 ",10
11773,ARS_JDE,BRANDEDITEMS INC,,"$5,124.34 ",6
11784,ARS_JDE,BRASE ELECTRICAL CONTRACTING CORP,,"$3,290.86 ",4
11787,ARS_JDE,BRASS SALES CO INC,,"$36,809.49 ",46
11788,PCARD,BRASSERIE DU SOLEIL,,$28.61 ,1
11789,PCARD,BRAUMS INC,,$4.64 ,1
11792,PCARD,BRAVO BRIO RESTAURANTS L,,$166.78 ,1
11794,PCARD,BRAVO SPOTSYVANIA,,$649.67 ,2
11795,PCARD,BRAVOFLOIRDA LLC,,$8.01 ,1
11799,PCARD,BRAZA GRILL MURRAY LLC,,$48.56 ,1
11800,PCARD,BRAZORIA CO MUD 25,,$60.00 ,1
11801,PCARD,BRD OF CHARLOTTE CO COMM,,"$25,794.00 ",293
11802,ARS_JDE,BRE DELTA INDUSTRIAL PARENT LLC,,"$230,901.63 ",79
11803,PCARD,BRE SSP PROPERTY OWNER L.,,$261.30 ,1
11804,PCARD,BREA BUS LIC TAX,,$58.00 ,2
11805,PCARD,BREAKNECK TAVERN,,$94.50 ,2
11806,PCARD,BREAKTIME,,$72.07 ,1
11807,ARS_JDE,BREATHE FREE ABATEMENT,,"$2,800.00 ",3
11808,PCARD,BRE-BMR LA JOLLA VILLAGE,,$252.89 ,1
11809,PCARD,BRECKENRIDGE*COMM DEV,,$103.12 ,1
11813,PCARD,BREEZE AIRWAE93M8A,,$59.00 ,1
11816,PCARD,BREIT HOLDINGS TRS LLC,,$411.79 ,2
11817,ARS_JDE,BREIT OPERATING PARTNERSHIP LP,,"$215,628.52 ",74
11818,PCARD,BRENDEL'S SEPTIC TANK,,$580.00 ,2
11821,PCARD,BRENTWOOD NORTHUMBERLAND,,$364.17 ,2
11823,PCARD,BREVARD COUNTY BOCC,NON-SOURCEABLE,"$22,696.53 ",172
11824,ARS_JDE,BREVARD COUNTY CLERK OF COURT,NON-SOURCEABLE,$80.00 ,3
11825,PCARD,BREWDOG DOGTAP CBUS,,"$5,522.78 ",2
11827,PCARD,BREWHOUSE SOUTH,,$52.80 ,1
11836,ARS_JDE,BRIARCREST CHRISTIAN SCHOOL,,"$10,000.00 ",2
11838,PCARD,BRICK HOUSE SHARONVILLE,,$292.11 ,2
11841,ARS_JDE,BRICKER BUILT CONSTRUCTION,,"$3,395.00 ",2
11842,PCARD,BRICKHOUSE DINER-VIRGINIA,,$154.24 ,1
11843,PCARD,BRICKS AND BIRCH RIVERSI,,$42.41 ,2
11844,ARS_JDE,BRIDGE HOUSING CORP MANDELA GATEWAY AOC,,"$1,180.00 ",1
11848,ARS_JDE,BRIDGESTONE HOSEPOWER LLC,,$498.01 ,8
11850,ARS_JDE,BRIDGEWATER TOWNSHIP,NON-SOURCEABLE,"$5,380.00 ",35
11851,ARS_JDE,BRIDGEWOOD ELECTRICAL LLC,,"$10,425.00 ",3
11853,ARS_JDE,BRIGGS & STRATTON LLC,,"$256,880.91 ",65
11854,ARS_JDE,BRIGGS EQUIPMENT,,"$23,946.36 ",6
11855,ARS_JDE,BRIGGS INC OF OMAHA,,"$10,853.94 ",83
11856,ARS_JDE,BRIGHT HOUSE NETWORKS,,"$5,371.71 ",17
11857,PCARD,Bright Market LLC,,"$2,010.68 ",21
11858,PCARD,BRIGHTLOCAL LTD,,"$2,041.36 ",11
11860,ARS_JDE,BRIGHTVIEW HVAC,,"$35,600.00 ",14
11861,PCARD,BRIGS AT THE CROSSING,,$40.13 ,2
11862,PCARD,BRIGS GREAT BEGINNINGS,,$13.90 ,1
11863,ARS_JDE,BRIMHALL ELECTRIC INC,,"$1,435.00 ",2
11867,PCARD,BRINKER LODGING LLC,,$397.80 ,1
11872,PCARD,BRISKET & RICE LLC,,$42.22 ,1
11873,PCARD,BrisketU,,"$4,762.50 ",1
11875,ARS_JDE,BRITE WAY ELECTRICAL LLC,,"$136,660.00 ",63
11880,ARS_JDE,BRIXMOR,,$385.36 ,1
11883,PCARD,BROAD AND JAMES TOWING,,$155.88 ,1
11886,PCARD,BROADMOOR LUMBER & LANDS,,"$4,414.46 ",18
11887,PCARD,BROADWAY8505 LLC,,$390.60 ,1
11892,PCARD,BROCKTON MA ISD,,"$13,850.00 ",163
11895,PCARD,BROKEN OAR BAR & GRILL,,$187.18 ,1
11898,PCARD,BROOKFIELDS RESTAURANT 2,,$68.00 ,1
11899,PCARD,BROOKHAVEN MARKETPL,,$44.98 ,1
11900,PCARD,BROOKHAVEN PUB & GRILL,,$199.98 ,2
11902,PCARD,BROOKLYN PIZZA,,$58.44 ,1
11909,PCARD,BROOMFIELDCOMDEV,,"$5,854.40 ",34
11912,PCARD,Brother Rice High School,,"$1,000.00 ",1
11913,PCARD,BROTHERS CODY LLC,,$380.09 ,1
11914,ARS_JDE,BROTHERS HONEST AC CORP,,"$58,250.00 ",5
11915,PCARD,BROTHERS PLUMBING HEATING,,$200.00 ,2
11916,ARS_JDE,BROTHERS TOWING INC,,"$7,250.85 ",28
11917,PCARD,BROTHERSAIR 9062MOBILE,T-MOBILE,$2.00 ,74
11965,PCARD,BROWSERSTACK.COM,,$322.68 ,6
11968,PCARD,BRS INC,,"$1,381.41 ",2
11969,PCARD,BRUBER FINANCIAL SERVICES,,"$25,271.65 ",343
11970,ARS_JDE,BRUCE SUPPLY CORP,,"$1,024.68 ",3
11971,ARS_JDE,BRUCE TOWNSHIP,NON-SOURCEABLE,"$2,863.00 ",12
11972,PCARD,BRUEGGERS CATERING,,$398.80 ,2
11974,PCARD,BRUGES WAFFLES & FRITS,,$11.71 ,1
11978,PCARD,BRUNCHCAFEADDISON,,$550.80 ,1
11979,PCARD,BRUNCHEON BREAKFAST AND,,$35.23 ,1
11982,PCARD,BRUNOS PIZZA,,$70.72 ,1
11984,PCARD,BRUNSWICK HOSPITALITY INC,,$259.25 ,1
11985,PCARD,BRUSHY CREEK MUNICIPAL UT,,"$2,015.00 ",14
11991,PCARD,BRYNTUM AB,,$650.00 ,1
11992,PCARD,BRYSON CRANE RENTAL SERVI,,"$1,631.52 ",2
11995,ARS_JDE,BSAFE LLC,,$655.74 ,5
11996,PCARD,BSBC PINELLAS LLC,,$219.81 ,2
12000,PCARD,BSN SPORTS LLC,,"$1,454.32 ",3
12001,PCARD,BT ZUPPLERONLINDHCNTB,,"$1,454.20 ",1
12002,PCARD,BTLRCO-WS-BZ,,"$36,868.38 ",209
12003,PCARD,BTS #21,,"$1,442.61 ",2
12004,PCARD,BTS #48,,$586.74 ,1
12005,PCARD,BTS #52,,$421.93 ,1
12006,ARS_JDE,BTS IRRIGATION SOLUTIONS LLC,,$252.00 ,3
12008,PCARD,BUBBA'S 33 #2619,,$129.58 ,3
12009,PCARD,BUBBA'S 33 #2767,,$169.07 ,3
12011,PCARD,BUCATINI,,$72.93 ,1
12019,PCARD,BUC-EE'S #55,,$33.00 ,1
12020,PCARD,BUC-EE'S LTD,,$495.36 ,22
12021,PCARD,BUCEPHALUS BUYER LLC,,$132.37 ,1
12034,ARS_JDE,Buckeye Ready-Mix LLC,,"$4,796.23 ",9
12036,ARS_JDE,BUCKHORN SERVICES INC,,"$11,055.00 ",48
12039,PCARD,BUCKLEYS INC.,,$120.65 ,1
12041,ARS_JDE,BUCKY'S COMPLETE AUTO REPAIR,,$35.34 ,1
12043,PCARD,BUDDIX LLC,,$3.28 ,1
12044,PCARD,BUDDY TWO LLC,,$145.63 ,2
12045,PCARD,BUDGET AC,,$197.90 ,1
12046,PCARD,BUDGET CAR AND TRUCK REN,,$41.78 ,2
12047,PCARD,BUDGET NOTARY FL-ONLINE,,$270.00 ,2
12049,PCARD,BUDGET RAC SALT LAKE #,,$595.78 ,4
12050,PCARD,BUDGET RAC SYSTEMS INC,,$705.41 ,2
12051,PCARD,BUDGET RENT A CAR,BUDGET,"$2,102.88 ",24
12052,PCARD,BUDGET TIRE CO OF EAST C,,$505.00 ,4
12053,PCARD,BUDGET.COM PREPAY,,"$6,541.36 ",20
12055,ARS_JDE,BUDS TIRE PROS,,"$18,490.77 ",40
12058,PCARD,BUFFALO CREEK BBQ - HILLS,,$16.24 ,1
12059,PCARD,BUFFALO GAP SALOON AND,,$50.25 ,1
12087,PCARD,BUFFALO/NIAGARA AIRPORT,,$16.90 ,1
12098,PCARD,BUILDERSFIRSTSOURCE 903,,$68.68 ,1
12099,PCARD,BUILDERSFIRSTSOURCE1165,,"$1,297.65 ",1
12122,PCARD,BULLE ROCK,,$837.17 ,3
12126,PCARD,BULLRITOS- 22,,$18.33 ,1
